spend_ref,supplier_id,entity_id,date_key,category_id,source_file_id,vat_basis_id,amount,is_grant_in_aid,transaction_number,unresolved_reason
28f8f7e0e5ecacd8,504,2,2024-12-17,1209,14,2,513,false,202425CRCR00044277,below_threshold
28f95f6e59e96bd1,8633,2,2024-05-01,417,14,2,408.82,false,202425CR00005310,review
28f9c752b66157d4,10034,2,2024-06-10,1154,14,2,634.66,false,202425CR00011768,review
28f9e170dcf95cc0,12064,5,2024-06-20,160,42,2,63520.4,false,1908500144,no_match
28f9f0c7d5c84efb,8709,2,2024-12-24,171,14,2,359.54,false,202425CRCR00043845,below_threshold
28fa631f9f213616,7560,1,2024-04-16,864,2,1,1120,false,93248840,review
28fa85da1b118d07,4366,1,2024-05-03,301,3,1,329427.74,false,31140768,no_match
28fb4b2da19c2139,11350,5,2024-10-18,50,46,2,4408.81,false,1908611183,below_threshold
28fb51c0e0771b2a,12012,5,2024-07-17,1193,43,2,1000,false,1908522450,redacted
28fbbdaab4630772,12012,5,2024-04-17,1508,40,2,1180,false,1908434185,redacted
28fbe84fb935ad6f,4639,1,2025-02-28,210,12,1,425,false,31200313,redacted
28fddaf766487285,362,2,2025-03-11,1154,14,2,390.19,false,202425CRCR00039082,below_threshold
28fddb686d8460b1,7548,2,2024-06-25,74,14,2,3178.26,false,202425CR00014382,review
28fdee6c538b560c,2564,2,2023-09-04,74,13,2,5507.14,false,202324CR00025189,below_threshold
28fe567c44a1b634,9067,2,2023-07-27,30,13,2,4178.89,false,202324CR00018385,review
28fea44ece98d29c,362,2,2024-01-29,1154,13,2,382,false,202324CR00051282,below_threshold
28fea687ce12d11a,1553,3,2024-05-08,687,17,1,612627.35,false,2000003782,below_threshold
28fed621e0d9f9ce,8590,1,2024-10-07,864,8,1,300,false,93351956,below_threshold
28ff914f2d6d9a08,8101,5,2024-07-29,1335,43,2,4006.24,false,1908535736,no_match
28ffb087c925cd86,781,2,2024-10-28,30,14,2,1595.72,false,202425CRCR00035115,review
28ffb599f92e4506,5114,4,2024-05-17,99,29,1,1815378.43,false,5100010217,below_threshold
290007e5f9e48753,12012,5,2025-02-05,1508,50,2,1108.8,false,1908720955,redacted
290008e0c65cf79b,11187,2,2023-08-30,1186,13,2,6139.79,false,202324CR00022050,no_match
29008d175d157e31,10649,2,2024-08-29,10,14,2,1068,false,202425CR00024864,below_threshold
2900a8fa52bd6725,1561,5,2025-01-13,378,49,2,1172.64,false,1908697092,no_match
29011d6528140756,6525,5,2024-09-12,147,45,2,584.93,false,1908575914,below_threshold
29012dc06be90383,4052,5,2024-10-25,492,46,2,3023.44,false,1908616357,below_threshold
2901ba78180189d5,3970,2,2025-03-24,1154,14,2,793.33,false,202425CRCR00041040,review
2901eb1cf3db33a6,10815,1,2024-03-28,436,1,1,3328.95,false,31127400,no_match
29026097d503aeee,9642,1,2024-06-14,6,4,1,9146.25,false,31150352,below_threshold
2903598901c83705,2382,1,2024-07-12,83,5,1,84.7,false,93305583,review
29046f6698a5d032,11717,2,2023-05-10,245,13,2,250.43,false,202324CR00006431,review
290470031db47f86,8484,1,2024-07-22,864,5,1,584.2,false,93299267,no_match
2904a25c26269d50,12684,2,2024-04-29,30,14,2,2334.43,false,202425CR00004015,below_threshold
2904d7b355530b75,12012,5,2025-02-05,1508,50,2,1231.66,false,1908721021,redacted
2904e7a3076e905c,10229,5,2024-06-10,1264,42,2,9543,false,1908481459,review
29051a1598233d64,3413,5,2025-01-20,1112,49,2,63000,false,1908701489,no_match
29052d2b99afc5a4,4133,5,2025-01-02,544,48,2,2731.91,false,5105967983,below_threshold
290537abcba451c3,7024,2,2023-11-28,286,13,2,500,false,202324CR00037584,review
29065f1550a44910,781,2,2023-09-05,30,13,2,2018.84,false,202324CR00026088,review
290669edf8b3267f,7932,5,2024-09-27,1118,45,2,1750,false,1908588896,below_threshold
29071ac99f386bd7,4494,2,2024-04-04,814,14,2,-5200,false,202425CR00000865,no_match
29073fb8d886c0d5,10319,5,2024-06-28,378,42,2,3971.68,false,5105938786,below_threshold
2907bf6660529e96,12012,5,2024-07-10,1508,43,2,1190.9,false,1908518352,redacted
29084ddaec9908d6,5322,3,2024-12-23,502,24,1,202980.09,false,2000028180,below_threshold
29089a885a4db5ee,10621,2,2024-11-11,650,14,2,40,false,202425CRCR00038117,below_threshold
2908a943542a4f8e,7949,2,2023-07-04,1329,13,2,1772.67,false,202324CR00013981,review
2908d284640d0b5a,9960,2,2025-01-27,30,14,2,1727.63,false,202425CRCR00030576,below_threshold
2908fa3a44b83f68,12983,2,2023-08-07,1154,13,2,288.86,false,202324CR00021605,review
29095ec6fc52ce77,5602,5,2024-04-11,160,40,2,-3018.79,false,1700168999,below_threshold
29099d5a54c5f51f,2585,2,2024-09-30,1523,14,2,3878.58,false,202425CRCR00027000,below_threshold
290a258226ab6048,12012,5,2024-04-03,1508,40,2,552,false,1908420977,redacted
290a42b971704504,12665,5,2025-02-13,1233,50,2,5400,false,1908730573,below_threshold
290b0db4d0e9c237,12012,5,2024-11-28,1210,47,2,750,false,1908649402,redacted
290b26293c3771a4,8545,2,2023-12-19,221,13,2,20,false,202324CR00045067,no_match
290d11ad3b6e7ae2,9817,3,2024-03-20,579,15,1,652405.1,false,2000034750,below_threshold
290db2605b4d4072,11453,5,2024-04-18,900,40,2,569.68,false,1908435941,below_threshold
290db7025b2904e1,9960,2,2024-07-26,30,14,2,6967.2,false,202425CR00019465,below_threshold
290dedf0d134a7b3,11703,2,2025-02-26,1177,14,2,682.76,false,202425CRCR00033881,redacted
290e0e1a5feb0652,12012,5,2024-05-02,1508,41,2,1480,false,1908446284,redacted
290eb500771232e3,4436,5,2024-10-15,1242,46,2,1064.7,false,1908605179,no_match
290eeff6293de8bc,2916,1,2024-03-18,864,1,1,650,false,31124700,ambiguous
290f1855b03f009f,12846,2,2023-10-03,814,13,2,7102.81,false,202324CR00030926,no_match
290f3325edace92b,6279,2,2025-01-27,1154,14,2,339.82,false,202425CRCR00030218,below_threshold
290fb95e71e4e7a7,4639,1,2024-03-20,210,1,1,550,false,31132719,redacted
290ff3f36b79be28,11703,2,2025-01-09,965,14,2,1100,false,202425CRCR00027146,redacted
2910598c17825830,4639,1,2024-05-31,412,3,1,3000,false,31143894,redacted
29106c4694c7512b,1561,5,2024-05-09,378,41,2,10900.13,false,1908453093,no_match
2910777c4b720e75,5602,5,2024-12-12,160,48,2,1196.62,false,1908671083,below_threshold
2911abffdac5ed9c,4494,2,2024-02-05,74,13,2,4053.78,false,202324CR00052704,no_match
2911fcb799c25ea2,9960,2,2024-05-29,30,14,2,1419.72,false,202425CR00009756,below_threshold
29120bc3be7216e4,121,3,2024-03-21,1345,15,1,277640.29,false,955644,review
2912ebabb073e38f,12012,5,2024-07-24,1508,43,2,852.8,false,1908530416,redacted
29136bb53e70b515,9696,5,2024-07-12,816,43,2,5922,false,5105941169,below_threshold
291381f563ce8947,4103,5,2024-06-07,1172,42,2,6653.16,false,1908479854,below_threshold
2913c584f5f8dfae,10376,2,2024-04-26,1498,14,2,325.7,false,202425CR00001225,review
2914195d15730e2e,12012,5,2025-02-12,105,50,2,6711.94,false,5105975657,redacted
291460dafebb529f,12012,5,2025-01-22,1508,49,2,1742,false,1908705144,redacted
2914d627eaff7742,2203,2,2024-05-13,208,14,2,1375,false,202425CR00005024,no_match
2915059fb73d4121,10635,5,2025-02-03,196,50,2,1449.86,false,5105973765,no_match
29150b45dec128ed,7025,1,2024-07-02,1297,5,1,37826.96,false,93298077,review
29156a90a7bb9983,11299,5,2024-04-25,816,40,2,2274.09,false,5105929449,ambiguous
2916c38dd2e86993,10046,3,2024-03-15,896,15,1,559670.61,false,953650,no_match
2916e5659fff84bf,8234,1,2024-08-29,374,6,1,30485,false,31165093,below_threshold
29171fca933e607b,6761,2,2025-02-19,596,14,2,1031.52,false,202425CRCR00029824,below_threshold
29175ffb090b6b65,12012,5,2024-08-21,1508,44,2,1609.68,false,1908556002,redacted
2917700a80458a30,12012,5,2024-09-24,1242,45,2,2829.94,false,1908585347,redacted
29177dcc0a9112f6,11685,1,2024-04-12,6,2,1,4860,false,31131209,below_threshold
291807e9baae622b,10731,2,2024-11-13,1490,14,2,310.77,false,202425CRCR00038433,below_threshold
29197b2989931135,3667,5,2024-03-25,734,39,2,3934.87,false,5105924403,review
291a2a2243db69b0,12012,5,2025-02-19,1508,50,2,594,false,1908736076,redacted
291a7832ee71d151,2541,5,2024-04-17,974,40,2,793.79,false,5105928182,no_match
291a85057020f234,218,5,2024-03-29,1233,39,2,1440,false,5105925627,review
291a9cc0b3f83538,12012,5,2024-08-05,1193,44,2,17120.82,false,1908541327,redacted
291ac2bce373f05e,12012,5,2024-08-07,1508,44,2,1104,false,1908543743,redacted
291acf2c9d8b1930,6131,5,2024-06-14,1335,42,2,603.23,false,1908495296,review
291afe39c373f538,13357,2,2023-06-02,74,13,2,3674.53,false,202324CR00010194,below_threshold
291b09839de17f0d,12499,5,2024-05-10,1508,41,2,5280.91,false,1908455590,below_threshold
291b7c7707a49ac9,6728,2,2024-06-04,399,14,2,3049.42,false,202425CR00010514,review
291b7e3cf005052c,4459,5,2024-11-12,1242,47,2,1856.4,false,1908631475,no_match
291bbd442e08e8c4,9885,2,2023-04-17,1154,13,2,312.2,false,202324CR00002349,below_threshold
291c3c5fe947a812,1037,2,2023-06-20,1579,13,2,2160,false,202324CR00008433,no_match
291d212faff1c47e,6204,2,2023-10-16,1154,13,2,742.77,false,202324CR00033023,below_threshold
291d9b5ce523d6cb,9432,1,2024-10-24,860,8,1,5255,false,31160587,below_threshold
291e66080332f35a,12012,5,2024-09-04,1508,45,2,686,false,1908568323,redacted
291f2369566475dd,11703,2,2025-03-27,1177,14,2,815.31,false,202425CRCR00038495,redacted
291f7364afc440c1,1112,2,2024-08-06,56,14,2,11251.94,false,202425CR00021642,review
291f81cb462702e0,6974,2,2025-02-20,190,14,2,226.36,false,202425CRCR00035074,below_threshold
291fa899d6b4d8db,9451,5,2024-04-12,242,40,2,3563.92,false,1908430242,review
291fabd6b8c2e2ed,12012,5,2024-05-14,1242,41,2,9490.16,false,1908458021,redacted
292113a5f9c22f05,12012,5,2024-05-29,1508,41,2,1180,false,1908471534,redacted
29227b40f40fddee,11960,1,2024-12-02,991,10,1,15250.22,false,31187046,ambiguous
29228e6ac852a193,9885,2,2024-12-17,1154,14,2,256.3,false,202425CRCR00044560,below_threshold
29229e28a8800162,5526,5,2024-10-23,1572,46,2,1792,false,5105956343,below_threshold
2923e91c15f3d299,4356,2,2024-12-23,622,14,2,435.15,false,202425CRCR00045594,below_threshold
29241ab153cba388,9067,2,2025-02-24,30,14,2,3724.16,false,202425CRCR00035649,review
2924236a2296ddcc,10378,2,2024-05-29,476,14,2,282.72,false,202425CR00006902,review
2924443739af4017,12745,2,2024-12-24,1177,14,2,5378.2,false,202425CRCR00043988,no_match
2924dc70d1f3ac9c,5602,5,2024-10-10,160,46,2,2413.25,false,1908601636,below_threshold
29254b249f095528,5297,5,2025-02-03,147,50,2,2610,false,1908717094,no_match
29260c64aa6504d9,1130,1,2025-02-13,197,12,1,2395.84,false,93426150,review
292638649c8a267b,5434,1,2025-01-17,899,11,1,471.76,false,93409174,below_threshold
2926ebd081a64f90,12272,2,2023-09-04,814,13,2,3128.58,false,202324CR00025525,no_match
29273144075874e6,3970,2,2024-01-29,1154,13,2,453.92,false,202324CR00051363,review
292736d2047faa0e,6151,5,2024-07-25,1242,43,2,19253.05,false,1908532841,no_match
2927d38f4e8f7a3c,11889,1,2025-01-16,962,11,1,1550,false,93406710,below_threshold
292871aba1de4d49,2832,5,2024-07-04,1102,43,2,1375,false,1908514266,review
2928b3e164ac42c6,4500,3,2024-08-21,1286,20,1,34488.36,false,#,ambiguous
2928e8cb84bf9ce5,3478,5,2024-10-14,1193,46,2,850,false,1908603408,review
292930305855f0f5,9578,2,2025-02-28,171,14,2,3095.23,false,202425CRCR00036563,below_threshold
292969bc15a63513,10835,2,2023-12-19,1005,13,2,128037.5,false,202324CR00044975,below_threshold
29298b152ea91e09,3195,5,2024-12-12,1614,48,2,-585.71,false,1700180310,no_match
2929aad1bb67c116,12012,5,2024-09-30,145,45,2,39617.36,false,5105952205,redacted
292a0de5000c7e0e,11171,2,2023-09-04,74,13,2,3128.57,false,202324CR00025193,below_threshold
292a34e265ec57e1,3965,1,2024-05-29,1034,3,1,2750,false,31144570,below_threshold
292a5755126c6c24,1561,5,2025-01-27,378,49,2,1534,false,1908711292,no_match
292a608608d7f0f3,3466,1,2024-08-29,1175,6,1,4800,false,31162992,review
292a7a4d5ac9d191,13069,2,2023-06-02,74,13,2,7300.42,false,202324CR00009739,below_threshold
292b5cfc4c306359,4802,3,2024-04-15,1011,16,1,33429.56,false,2000001460,below_threshold
292b780d777bf7c2,9014,6,2024-05-10,709,53,1,159840,false,CINV-2024-01885,no_match
292bb90e4acbc54f,3970,2,2023-07-17,1154,13,2,294.75,false,202324CR00017002,review
292bc635ffee2711,2526,5,2024-07-09,145,43,2,7350.84,false,5105940180,below_threshold
292bdc8635c6bbda,6655,2,2023-11-23,1512,13,2,15977.33,false,202324CR00040146,below_threshold
292c7d6599dc5307,5602,5,2024-06-20,160,42,2,4363.73,false,1908499815,below_threshold
292cbc5eac3b817e,4168,2,2024-05-16,1027,14,2,122,false,202425CR00007678,no_match
292cd7f75791bffa,4095,2,2024-11-21,1407,14,2,380,false,202425CRCR00035201,below_threshold
292d5e0fb2c16aa6,1112,2,2024-07-23,56,14,2,771.63,false,202425CR00016558,review
292d97dc5d0c9a20,9905,2,2023-11-16,596,13,2,15,false,202324CR00038952,below_threshold
292dd095a98866d9,2564,2,2024-02-05,74,13,2,4225.72,false,202324CR00052706,below_threshold
292e19cd38ed343b,7560,1,2025-01-21,864,11,1,2157.3,false,93410368,review
292e295ca2cb716e,4639,1,2024-10-18,197,8,1,2100.15,false,93360462,redacted
292e2d04cebb45d2,4212,5,2024-10-25,242,46,2,-1283.13,false,1700178317,below_threshold
292e648e0dd05955,8898,1,2024-07-11,35,5,1,11049.2,false,93304712,below_threshold
292ee3a43fa1731f,10368,2,2024-07-02,74,14,2,4354.39,false,202425CR00016002,review
292f4d1db12e9af9,2564,2,2025-02-06,74,14,2,5650.8,false,202425CRCR00032258,below_threshold
292f5f51bdf154ca,12012,5,2024-12-23,1508,48,2,646.38,false,1908683758,redacted
292f84d737f3e8e4,10815,1,2024-03-15,436,1,1,1676.33,false,31123891,no_match
292fecba7ab1bca4,12012,5,2024-04-17,1508,40,2,720,false,1908433555,redacted
29305d0c7784a015,12012,5,2025-01-08,192,49,2,1257.2,false,1908692387,redacted
2930776f063d989b,12012,5,2024-04-03,1508,40,2,731.45,false,1908421488,redacted
293089f31849600d,1112,2,2025-02-17,56,14,2,3292.44,false,202425CRCR00031260,review
2930cade5599f522,4901,5,2024-06-07,1508,42,2,3152.66,false,1908480309,review
2930f00bb8118ca6,12012,5,2024-04-12,1605,40,2,727.4,false,5105926123,redacted
29310e9e0cfe63e2,8101,5,2024-11-04,1335,47,2,2576,false,1908623966,no_match
2931f6caf365163a,9885,2,2023-06-05,1154,13,2,660.24,false,202324CR00010526,below_threshold
293224dd0b8400d8,12012,5,2024-09-04,1508,45,2,819.4,false,1908567371,redacted
293335e403b32064,1980,3,2024-09-20,1566,21,1,31680,false,2000017694,below_threshold
29335d6205dc0a65,11529,2,2023-10-03,74,13,2,3744,false,202324CR00030990,no_match
29343ab66a673103,12012,5,2024-10-02,1508,46,2,520.2,false,1908591707,redacted
2934540d6c2dbaa9,6131,5,2024-11-19,1335,47,2,616.55,false,1908638974,review
2934a7de33607113,8590,1,2024-04-10,1360,2,1,2618.52,false,93250732,below_threshold
2934caaa8fc78206,5434,1,2024-03-15,899,1,1,439.42,false,93236367,below_threshold
2934e84e3213794f,3970,2,2024-11-18,1154,14,2,256.31,false,202425CRCR00039319,review
293563262269f38b,4476,2,2023-05-03,814,13,2,-973,false,202324CR00005228,below_threshold
29356fd31d835de7,3970,2,2024-12-23,1154,14,2,256.31,false,202425CRCR00044926,review
293576bfd2c2cccb,194,5,2024-06-11,1242,42,2,502.12,false,1908490737,below_threshold
2935aa837e333e86,3581,2,2025-01-29,1177,14,2,7940.37,false,202425CRCR00028998,below_threshold
293606366617f7c6,5602,5,2024-10-10,160,46,2,-1773.21,false,1700177759,below_threshold
29361a3aa351fc2a,6401,5,2025-01-15,1605,49,2,21195,false,1908695303,below_threshold
2936a8561424e011,341,2,2024-12-23,893,14,2,300,false,202425CRCR00040996,below_threshold
2937292a6549aac1,3979,1,2024-03-19,719,1,1,2282,false,31131033,below_threshold
29373de411a601ee,6080,2,2024-04-22,1154,14,2,373.36,false,202425CR00003405,review
29379169f645e9ab,11147,1,2024-08-30,899,6,1,920,false,93331039,below_threshold
2937e7dcc424ba1e,12012,5,2025-01-30,1210,49,2,500,false,1908715854,redacted
293801c5ca07bda0,11610,2,2024-05-01,1545,14,2,623,false,202425CR00004824,below_threshold
2938b1b33ae0cb76,3247,3,2024-12-30,1076,24,1,52650,false,1001847,review
2938ff92ba4ee08a,11715,1,2024-09-20,467,7,1,4999.44,false,93335498,below_threshold
29390f875b6ad596,5602,5,2024-05-09,160,41,2,16633.54,false,1908453617,below_threshold
293969170f1ccc69,4341,2,2024-10-03,512,14,2,1473,false,202425CRCR00031411,no_match
29396dd004360e81,12012,5,2024-08-21,1508,44,2,634.8,false,1908554856,redacted
2939bfe4b397e043,10378,2,2025-01-28,476,14,2,2080.63,false,202425CRCR00028356,review
2939e11a3e3c0094,5718,5,2024-11-22,242,47,2,12000,false,1908642332,below_threshold
2939ea2bc3525ef4,4016,4,2024-12-12,258,36,1,45792,false,5100055699,no_match
293aac7ef77ae3af,8553,1,2024-04-03,168,2,1,32216.31,false,93248637,below_threshold
293aba67688c8412,9885,2,2024-12-09,1154,14,2,384.46,false,202425CRCR00043322,below_threshold
293b17619d9bf8d9,12012,5,2024-04-17,1508,40,2,538.84,false,1908433859,redacted
293b1b564d5f0150,6073,2,2023-10-31,694,13,2,3,false,202324CR00035091,ambiguous
293b2cd8dbae28f4,6243,2,2025-03-03,392,14,2,440,false,202425CRCR00036519,below_threshold
293b6f8bf38e8dd4,10850,5,2025-01-27,1242,49,2,7835.3,false,1908710234,below_threshold
293b94afa7ffbfec,12012,5,2025-01-08,1508,49,2,2208,false,1908691383,redacted
293ba327a70d09bf,3479,2,2023-07-13,91,13,2,52,false,202324CR00016835,below_threshold
293bbbbfbb4b23b1,11661,5,2024-10-24,352,46,2,847.99,false,1908615097,review
293c72eccd1f9246,596,5,2025-01-06,145,48,2,2497.74,false,5105966371,review
293c79e864556a66,2968,5,2024-10-09,955,46,2,1627.5,false,1908599851,below_threshold
293cd36b013811ee,4366,1,2024-05-17,301,3,1,272712.35,false,31143757,no_match
293cf8094a20ff5e,10835,2,2024-12-17,208,14,2,720,false,202425CRCR00039991,below_threshold
293d6ad7d21167dc,4706,2,2025-01-06,74,14,2,14227.06,false,202425CRCR00025722,review
293d935088d18668,12012,5,2024-04-17,1508,40,2,803.38,false,1908434333,redacted
293da3790d1d9526,923,5,2024-08-22,145,44,2,556,false,5105945445,no_match
293da96d193b4140,10809,2,2024-11-29,208,14,2,2700,false,202425CRCR00041371,no_match
293ef64132a4c6a3,5250,5,2024-12-20,52,48,2,30629.2,false,1908679269,below_threshold
293ffdd8f173beb9,11883,1,2024-08-27,197,6,1,769.5,false,93324040,below_threshold
2940158444df5c78,12315,5,2024-08-23,682,44,2,1060,false,1908532104,review
294023c92395bffc,6930,5,2024-05-14,1242,41,2,2859.68,false,1908459092,below_threshold
294033156c7d121a,6122,2,2024-09-26,1177,14,2,8707.91,false,202425CRCR00028713,review
29409bf84ef9eab5,13130,5,2024-11-22,1335,47,2,690,false,1908643368,below_threshold
2940b0a44f760a1e,12684,2,2024-10-28,30,14,2,1992.42,false,202425CRCR00034946,below_threshold
29410cad793c0b5f,10120,1,2024-11-19,864,9,1,40883.26,false,31180337,ambiguous
29417104b01b7222,12012,5,2024-10-30,1508,46,2,1027,false,1908619930,redacted
2941b8ad87bb3e25,12012,5,2024-06-12,1508,42,2,720,false,1908492326,redacted
29429a7f7a1af738,10621,2,2025-02-28,967,14,2,72,false,202425CRCR00036634,below_threshold
29432f911ce2aeaf,12684,2,2023-09-28,30,13,2,1983.09,false,202324CR00029694,below_threshold
29438c690f3c73c5,6660,5,2024-06-07,242,42,2,3286.12,false,1908479920,below_threshold
29439460cb9e083c,4093,5,2024-12-19,1242,48,2,4842.16,false,1908677643,below_threshold
2944592869b31580,2506,2,2024-02-12,1154,13,2,1255.64,false,202324CR00054382,review
2944e7e01a5ea809,504,2,2024-06-25,738,14,2,1357,false,202425CR00011598,below_threshold
294514e830f8d2f8,6182,2,2023-11-02,74,13,2,3428.57,false,202324CR00036667,review
29467c27ba364a5e,11171,2,2024-02-05,74,13,2,3024.28,false,202324CR00052702,below_threshold
294728ed1be58a76,5002,2,2023-11-06,1407,13,2,680.28,false,202324CR00035284,below_threshold
29472de6ba5697fc,3970,2,2023-12-18,1154,13,2,495.18,false,202324CR00044609,review
2947933a8ec8c903,3970,2,2025-03-26,1154,14,2,414.97,false,202425CRCR00041792,review
2947d405cc2bf019,12012,5,2024-04-25,1242,40,2,817.05,false,1908440701,redacted
29487399fdd34124,12012,5,2024-06-26,1508,42,2,1840,false,1908506375,redacted
2948b5571a1f94eb,12336,3,2024-09-26,220,21,1,602779.01,false,2000017753,below_threshold
2948e45904b9dd38,5796,5,2024-12-10,460,48,2,595.56,false,5105964686,review
2949c131980de168,12012,5,2024-06-12,410,42,2,1112,false,1908493224,redacted
2949d8367aaf2e40,1561,5,2025-01-27,378,49,2,1750.9,false,1908711292,no_match
294aaa815ac0111c,11906,2,2024-05-20,208,14,2,734.3,false,202425CR00007826,review
294aabd0ce9713f9,11290,2,2024-06-20,694,14,2,15636,false,202425CR00013527,below_threshold
294ab3578bc77e89,9395,1,2024-05-29,374,3,1,1111.02,false,31142665,below_threshold
294c371090a7c447,9186,1,2025-01-17,760,11,1,5495.22,false,93409427,below_threshold
294c524712a2bbbb,11822,2,2024-06-26,30,14,2,4378.93,false,202425CR00009684,below_threshold
294c6a639ead10d4,4021,5,2024-11-12,1242,47,2,1225.57,false,1908631008,no_match
294e8185ac71c19f,6535,5,2024-10-01,1206,46,2,14583.25,false,5105952360,below_threshold
294f04e0cc3efc0f,13255,2,2024-10-11,1182,14,2,441.07,false,202425CRCR00028194,review
294f274b53e7e665,9885,2,2024-02-26,1154,13,2,365.49,false,202324CR00056274,below_threshold
294f334d4bbed1dd,12012,5,2024-07-24,1508,43,2,1293.64,false,1908531119,redacted
294f4fd3d08c7f10,11661,5,2024-09-25,352,45,2,1629.65,false,1908587281,review
294fb5137ab8cd80,1942,2,2024-05-29,208,14,2,330,false,202425CR00006478,below_threshold
294fc8f243ae7332,1027,1,2024-08-13,467,6,1,6000,false,93322428,ambiguous
29508c863b9a55ca,3970,2,2024-06-03,1154,14,2,305.13,false,202425CR00010128,review
2950f75f4c40dc64,4108,1,2024-10-10,719,8,1,960,false,31174674,below_threshold
295117c9f6fce56f,12012,5,2025-02-19,1508,50,2,742.8,false,1908736359,redacted
295131ae83ca6c93,3970,2,2024-05-20,1154,14,2,1025.22,false,202425CR00008331,review
2951363c1d8c8ed1,11699,3,2024-04-26,598,16,1,44757.6,false,961659,below_threshold
2951fafa31367b9b,12012,5,2024-10-25,242,46,2,2498.16,false,1908616146,redacted
29524115c37979a6,5434,1,2024-09-13,1476,7,1,-614.34,false,93338785,below_threshold
2952a3577f65cc5e,4639,1,2025-01-24,197,11,1,619.76,false,93414548,redacted
29530a59aeb948c8,13322,5,2024-11-12,1242,47,2,5384.14,false,1908631673,review
29534ea973b32f25,4037,4,2024-12-09,1354,36,1,57225.89,false,1900412636,no_match
2953bda30d445af2,10378,2,2024-07-31,476,14,2,1680.84,false,202425CR00019633,review
2953dab05c5f9f81,12012,5,2024-06-12,793,42,2,1257.2,false,1908493780,redacted
295416991f953a2c,4444,5,2024-08-23,734,44,2,600,false,1908555919,below_threshold
29553b2d1b0e573a,9578,2,2023-11-22,171,13,2,24.04,false,202324CR00039992,below_threshold
295570bed47c7656,12807,3,2024-12-05,896,24,1,128069.64,false,997432,ambiguous
2955cf4e314de55a,7845,5,2024-09-02,242,45,2,4900,false,1908563645,review
29563b059e067922,4639,1,2024-03-01,210,1,1,900,false,31123331,redacted
295656f3f68c2b67,941,5,2024-12-17,211,48,2,-35239.1,false,1908675593,no_match
2956a4bfe088f862,12012,5,2024-04-25,1242,40,2,502.12,false,1908440832,redacted
29575eb7b0d6992b,1545,5,2025-02-18,1319,50,2,7544,false,5105976539,no_match
29577b70cb853b3c,4639,1,2024-09-27,197,7,1,680.34,false,93345171,redacted
29578174f06d6fef,8545,2,2024-10-16,1173,14,2,84.59,false,202425CRCR00033178,no_match
29581376928b43a0,12012,5,2024-04-03,1508,40,2,577,false,1908421386,redacted
295856f17c211253,4354,3,2024-07-29,896,19,1,56952.37,false,976671,review
2958ec79b0fbf081,8818,2,2024-12-05,1426,14,2,304.32,false,202425CRCR00042760,below_threshold
29591c9e4ec1bd0f,6243,2,2023-10-23,1559,13,2,750,false,202324CR00033437,below_threshold
29592a078cda00f7,9754,5,2024-12-31,145,48,2,3439.53,false,5105966216,review
2959d3f6a180b92e,5718,5,2024-09-27,52,45,2,2600,false,1908588706,below_threshold
295a29e382094802,8602,1,2024-07-26,1536,5,1,573,false,31156475,review
295a413ee29d9ad7,10815,1,2024-03-08,436,1,1,5874.35,false,31121692,no_match
295a416a38a493c3,13217,1,2024-03-14,35,1,1,2916.63,false,93235396,no_match
295a457888863448,8329,5,2024-10-09,793,46,2,1176.56,false,1908599474,review
295a690933b74a72,11703,2,2024-05-08,1177,14,2,335.44,false,202425CR00006598,redacted
295bd4eb89965cab,12012,5,2024-07-24,1508,43,2,1028,false,1908530320,redacted
295c972887dba795,12012,5,2024-04-03,1508,40,2,3006,false,1908421903,redacted
295d3477fcbafe4e,12012,5,2024-08-12,1605,44,2,555.85,false,5105945233,redacted
295d818e1c1e0817,6379,1,2024-06-06,412,4,1,1701.5,false,31147369,below_threshold
295da22846f0b010,326,2,2023-04-14,10,13,2,679.31,false,202324CR00001967,review
295dee10901079a8,7604,5,2024-12-06,147,48,2,551.48,false,1908663671,no_match
295e1b8215abbbdc,2860,5,2024-03-29,695,39,2,769.76,false,5105924101,below_threshold
295e7632d552d157,5170,2,2023-06-09,1154,13,2,792.65,false,202324CR00011603,below_threshold
295efdbda549ea29,5961,5,2024-10-30,454,46,2,-1807.2,false,5105957541,review
295fa534db0afaf0,184,2,2025-02-24,1426,14,2,480,false,202425CRCR00035673,review
29611df32a240761,8590,1,2024-03-28,1360,1,1,350,false,93244639,below_threshold
29613f6ba70ef745,11830,4,2024-05-21,865,29,1,369469.84,false,5100010806,ambiguous
2961a1cf9e76fd75,4433,5,2024-10-16,816,46,2,9231,false,5105955047,below_threshold
2961d1f29e2f9c07,12012,5,2024-11-27,1508,47,2,594,false,1908645784,redacted
2961da62d08389bd,362,2,2023-08-25,1154,13,2,304.58,false,202324CR00024328,below_threshold
2962454ae68424e7,12012,5,2024-10-02,1508,46,2,538.8,false,1908592125,redacted
29628d312cb7c831,7024,2,2023-09-28,286,13,2,990,false,202324CR00027698,review
2962ffda48d565ce,10565,3,2024-03-06,896,15,1,133806.42,false,952176,no_match
2963544f62566317,8640,1,2024-03-08,573,1,1,28560,false,31126262,below_threshold
29636484f65253e9,4130,2,2024-07-22,1571,14,2,840,false,202425CR00015547,review
2964f2241a6de7c3,4528,2,2024-10-02,74,14,2,4169.76,false,202425CRCR00031157,no_match
