category_id,category_key,entity,expense_type,category_label,is_uncategorised,transaction_rows,transaction_value
1604,fb29646376c181974a284e3d4c39b5e614b5c36f98bfe562c798ca6b3e77c38b,Department for Transport,SharesAdditiPublCorp,Department for Transport — SharesAdditiPublCorp,false,2,1132000
27,059c46984807f0689f599895d76c44e31ffdff7cc91f8a7d6dfdffeb9d423475,Manchester City Council,Expenditure re Internal Trading Ordered Externally,Manchester City Council — Expenditure re Internal Trading Ordered Externally,false,76,378579.83
36,0755724275858fb59fde0a5e31dc65218430b413279e31165f5e50934c70391d,Manchester City Council,Other Fees & Charges,Manchester City Council — Other Fees & Charges,false,1,1230
62,0bb5884cdc67223a9f8258140c1751823a8f69e26e40ae5b5e0039ae93d07ef4,Manchester City Council,Floral Decorations,Manchester City Council — Floral Decorations,false,7,8016.7
65,0bf581e836b46e2c06084eea2fddae49c6534f21c5a3e698cca01f425fa0851a,Manchester City Council,BRP Top Up Payments,Manchester City Council — BRP Top Up Payments,false,12,47707446
99,1012ee3b4d19d30c20834e8fca07ac915e630e7c3d2acfbb8e12896e11ea97c4,HM Revenue and Customs,Hardware maintenance,HM Revenue and Customs — Hardware maintenance,false,20,3604752.38
246,28b9a4d805fccf79131251b8ab5c018fadca416e07d872e754daaee17b6d7f63,City of York Council,Agency Services - Education Support Staf,City of York Council — Agency Services - Education Support Staf,false,72,124393
381,3be0ce88515597f6c11988ba93c6d8c541a56048da763d8065d2afae611bb616,Department for Transport,SMarT Grants - Ancillary Payments,Department for Transport — SMarT Grants - Ancillary Payments,false,3,85760.87
413,421d848a06c88a402c570bc3de2b5724be0bf78a12ff515b35d1c51403d77c5b,Ministry of Justice,EXP - PURCHASE OF GOODS/SERVICES - AUDIT SERVICES,Ministry of Justice — EXP - PURCHASE OF GOODS/SERVICES - AUDIT SERVICES,false,4,1682177.7
472,4cfb8bc84c2db9976bc6d53df9ca8c489e898510062d43475e11d3a632cb23cf,HM Revenue and Customs,Media Monitoring,HM Revenue and Customs — Media Monitoring,false,3,156108.33
514,52a3991f9390589e0c476d697553b4e32c6fa36c1af6694a67566de2b0a61ac2,HM Revenue and Customs,Building management,HM Revenue and Customs — Building management,false,1,27135
649,68e063674d1993a7d24709ed9dd6f30e3d0251390af230ea04e7b4869e3a662f,Department for Transport,TECHNICAL SERVICE SUPPORT (TSS),Department for Transport — TECHNICAL SERVICE SUPPORT (TSS),false,3,540807
756,76c48c17710d53e2be8d892bab9f28952a3e9f1a8b9b4d7399d5aa8071bab5b7,Manchester City Council,Cleaning Equipment,Manchester City Council — Cleaning Equipment,false,26,44632.77
786,7b5c7fb3ae8d9ba4e8f7bf800cc0e69bfb823f278d7257caa95bc087cf697905,City of York Council,Basic Scale Allowance,City of York Council — Basic Scale Allowance,false,18,3705.76
829,81d0981261eb8bf9dc9c77dab0238aec92284ed06886a9b9a000ba161010a925,Manchester City Council,Tracing fees,Manchester City Council — Tracing fees,false,15,79546.42
922,90374787f1e4272e5ec2f1d96be6514f37e4c0e703528c626b4cc87b9cebf827,City of York Council,Recruitment Pool Debit Charge,City of York Council — Recruitment Pool Debit Charge,false,35,8963049.39
954,984ef41417ed621423a3145486e55678f306963ec843ca26c36bd654da040a6c,Department for Transport,It Hardware Maintenance,Department for Transport — It Hardware Maintenance,false,16,1911197.25
975,9c1e939de4817414f66b2222dfbce57669f37f3446c7dcb11223266892c3e646,Department for Transport,ICT Hardware Maintenance,Department for Transport — ICT Hardware Maintenance,false,143,13972791.71
1041,a55227b3a718e73076eacb1e9d57a40208ee75e57c23ad718bae7baf2d4edd0b,Department for Transport,Building Maintenance,Department for Transport — Building Maintenance,false,1,26203.78
1083,abc992eb87d226e9dbd4ddeb06edccbc7d5d97db21749cf68de228ad7c7bf28a,Department for Transport,Broadcast Monitoring Services,Department for Transport — Broadcast Monitoring Services,false,4,298218.2
1154,b70f80b68f62c201525d63d765acca2f60575ae80820ad0c22421bfee2af9eac,City of York Council,External Home Care,City of York Council — External Home Care,false,32512,22726742.41
1160,b7b9ea15afdde57a6e748fbc0b41b62fb354d12d2ae765acfde4530b9e40c51e,Department for Transport,Telephones & Telecommunications,Department for Transport — Telephones & Telecommunications,false,9,1895433.33
1234,c3754d476c880d2e7f95700e27a2184ddb151cb2a4738e0dedc5390d35d27c5d,HM Revenue and Customs,Events management,HM Revenue and Customs — Events management,false,1,22507.5
1276,c98e9d3be1193b9814b1b9774951d8839c52de30f11837afdfdf1ae0a201f7cc,Manchester City Council,Bank Charges,Manchester City Council — Bank Charges,false,15,153568.44
1315,d0891cc0af117b6ae13ce6fecc448fb873ef9fd84ba1ff7572cbbfba02ca2656,HM Revenue and Customs,Training/Tuition/Edu,HM Revenue and Customs — Training/Tuition/Edu,false,3,311805.16
1326,d20394158474a66a9d28fdb67b25a7141b6646df0ae9e522fad1ed3b5812cb64,Manchester City Council,CTax-Overpayments,Manchester City Council — CTax-Overpayments,false,2,2202.44
1423,e14dca43bf397fb56d4f3439d7983ad0b0ed854df981c11c673c917bb724c971,Manchester City Council,Childrens Allowances,Manchester City Council — Childrens Allowances,false,167,119011
1440,e4106cf0601fb1ad326702890cddd74974a1f276263cc255927db9d9f75de107,Department for Transport,SOFTWARE LICENSE CAPITAL,Department for Transport — SOFTWARE LICENSE CAPITAL,false,1,156109.5
1531,f12e630403ad38855600538546ced680ccd7d69c930ade986a4ef204bf7cd149,Department for Transport,Corporate Subscripti,Department for Transport — Corporate Subscripti,false,1,297734.99
1540,f30cd64de23d78514d5866b764b69b5a341bf7e59b8ad021381617b16694263a,Department for Transport,PROTECTIVE CLOTHING,Department for Transport — PROTECTIVE CLOTHING,false,8,544168.67
1552,f42e6e215e8c23ff92efceb30931cade25c71cf4e7fb158749cb32316dd4dea8,City of York Council,EV charging costs,City of York Council — EV charging costs,false,37,140505.65
1558,f4e9dfaff0298d341c08dda74413469fca13d9f74ace10e6a82a7820eb0c9c19,HM Revenue and Customs,Business Rates,HM Revenue and Customs — Business Rates,false,80,44259452.43
60,0b5838b132f774df854c5cfeb1567523472af56f1901fda21d782a1ea36c88ed,Bristol City Council,Equipment - Lease,Bristol City Council — Equipment - Lease,false,1,675.36
86,0e284db01279ef771363ccfd8ba6526eb1f965f10c77b77d7b77eb68b42cc9db,Manchester City Council,Heating Oil,Manchester City Council — Heating Oil,false,1,17330.94
93,0f5d5d628f503cb8ad1e932780e1f3a368c381ce53b4e9bb799441812e57cbcc,Department for Transport,PFI Service Payments,Department for Transport — PFI Service Payments,false,283,694911137.9
102,110a11d16a0354a5a0f95ec4f60ef22ec888a1254859756ec352a4ce0bd97d45,City of York Council,Carer Arrangements,City of York Council — Carer Arrangements,false,191,244672.88
133,16ee991f7ec822de1757d214d01f12d0ea64d5d127050734d1369fcdb8b164e6,Department for Transport,HE Passport,Department for Transport — HE Passport,false,1,28103
224,2563fd226c1c2403f6ab8d3c2b4f35863c183f4e6305b7e73fdf79491a8fad80,Ministry of Justice,EXP - PURCHASE OF GOODS/SERVICES - OTHER - OGD FUNDING CONTRIBUTIONS (OUTWARDS),Ministry of Justice — EXP - PURCHASE OF GOODS/SERVICES - OTHER - OGD FUNDING CONTRIBUTIONS (OUTWARDS),false,25,25160205.46
284,2ea34755fc95d911730deb7ead8b4399c6f176a293a25afb78d6b8d6aa175b8c,HM Revenue and Customs,Managed Data Transfer Service,HM Revenue and Customs — Managed Data Transfer Service,false,1,27000
329,345ec0808c2f8e43b0e33ca53bb518c926e2dd741c830dd85326d0733afd20d5,HM Revenue and Customs,Contingent Labr-Adm,HM Revenue and Customs — Contingent Labr-Adm,false,1,1650806.21
397,3f9953d01b75e66fdcb65df41c0e70475e38dff50e95773b23c3a075571d3a68,City of York Council,Non Employee Insurance Claims,City of York Council — Non Employee Insurance Claims,false,4,816780.88
490,4f3f9c39c4d0296c7b550665500bf1cf467e3491afcdd3c6e6d164220cd2ed99,Department for Transport,General Es,Department for Transport — General Es,false,17,3671785.06
529,550a52800f9a8f6e34babd7439c373ef5fdabfe0c9f59c2b07f18a940ab69853,City of York Council,Rents Payable,City of York Council — Rents Payable,false,231,1117624.18
599,5fe9cab35dc10035fe83988489930c7882cfd5973888119a816d7652b945855b,HM Revenue and Customs,Other Non PFI Services VAT Recoverable,HM Revenue and Customs — Other Non PFI Services VAT Recoverable,false,3,99831.96
743,757d3a4e8c0afc710cdf0a66a150fddba5ebfe006ffdb9424aca092357d13bb1,Manchester City Council,Sundry Recoverables,Manchester City Council — Sundry Recoverables,false,2,5602.58
819,805d41752d2d63562cad69fa9df8d98399f1eb5696607e48e128df49ff386f2d,Ministry of Justice,EXP - PURCHASE OF GOODS/SERVICES - NETWORKING - Networks VVI,Ministry of Justice — EXP - PURCHASE OF GOODS/SERVICES - NETWORKING - Networks VVI,false,208,22208281.45
892,8baf65dfc2a9339351d590adaa2e5b50e67a42d5746f2ebc9cd760c1ff852a3e,City of York Council,Solicitors Practising Certificate,City of York Council — Solicitors Practising Certificate,false,2,7107
910,8e0aa89f2e5f0ece594eb02509db07030269ec50d63f381aee045eb8a3f490c7,Ministry of Justice,EXP - PURCHASE OF GOODS/SERVICES - ACCOMMODATION & BLDNG MANAGEMENT - Security,Ministry of Justice — EXP - PURCHASE OF GOODS/SERVICES - ACCOMMODATION & BLDNG MANAGEMENT - Security,false,2,640692.53
967,9ad0502252b0acc88414dfa6611ed7e121f871663de74494d2d866eb9e42df18,City of York Council,Weekly Allowances,City of York Council — Weekly Allowances,false,1459,3246637.88
1087,ac46831abca9a8961e4e19b0824c770072a8abd6abb78c4ad1c15f1ad1892a47,Manchester City Council,Vehicle Costs,Manchester City Council — Vehicle Costs,false,53,127776.49
1112,b1fd82aa4287c22c50c558c5605fcaf8e2dceba023cb57b9d4becb9be536cc43,Manchester City Council,I T Provision,Manchester City Council — I T Provision,false,548,7084174.95
1209,bf0b6255db4a4fa1c0dd88844b07f3b57255da73ecf4f5c4f3c70996aeb5f228,City of York Council,Fire Safety Servicing,City of York Council — Fire Safety Servicing,false,183,88381
1232,c3640a74e773485bc3fed1de35611c375d6b00a1421f2b14b5496d8a3dd8ae07,Manchester City Council,Recycling Facilities,Manchester City Council — Recycling Facilities,false,12,234967.58
1265,c77004ca4aa13472b1fb884bc9c4a58a2e6f174829cfc5d2cd1a45ae7b75abed,Department for Transport,SMarT Funding - MCA,Department for Transport — SMarT Funding - MCA,false,12,16452794.2
1382,da908fe0efd4dfc1465c8a575e1ee24ed62696a5285da7e507dad12b4fdcfe8a,City of York Council,Leeds City Council/LCR,City of York Council — Leeds City Council/LCR,false,6,9891813
1431,e2bf5c64b20702495c2ad009e76795021893df56edb86b968b4584625dfb5d12,HM Revenue and Customs,Mobile call charges,HM Revenue and Customs — Mobile call charges,false,7,334439.96
1445,e4bc5eabd053bba82021f2456d63bbc2ef44b01bac79c4dde87948d502e625c8,City of York Council,Stationery,City of York Council — Stationery,false,1078,123326.12
1454,e598ec25415803f11f0cb46e3c2f045c5705e8904bc6afd98e090e0fee9c2888,Department for Transport,Furniture and Fittings (Owned) - Cost - Additions,Department for Transport — Furniture and Fittings (Owned) - Cost - Additions,false,2,69866.54
1492,eaafcfb1b82f08d5a0bc251da8c0631867a415ca3c769c77845d0aeb49f67695,HM Revenue and Customs,Consultancy – IT,HM Revenue and Customs — Consultancy – IT,false,66,5197726.46
1511,edda52d038b3f275fa7a18b876cfa93e4b6919625c6f3a4b32fa3dad96f90878,City of York Council,Professional Subscriptions,City of York Council — Professional Subscriptions,false,4,5298.35
1516,eeed61bd99f95abb45f6f6e993f244fe03f70dfaf777d298ae2999e2b83bbd65,Manchester City Council,Med Mal Insurance,Manchester City Council — Med Mal Insurance,false,1,23708.16
1566,f5d36f37b547d3e08795ec865a6b1ffff9636390fe51088bb1e9e67af4107492,Department for Transport,Prog&ProjMgmt Consul,Department for Transport — Prog&ProjMgmt Consul,false,98,5315143.38
1598,fa785ce8634397cbadc94c5b7a6bf22187bfa4f044faa580c803b52c4e5f4fe3,Department for Transport,Mobile Phone charges,Department for Transport — Mobile Phone charges,false,8,826053.37
57,0b1c134c428e8e2fae6e7c4595423554b032df0b29a3ce69a803e9edf1a61fa3,HM Revenue and Customs,Recruitment,HM Revenue and Customs — Recruitment,false,1,44000
72,0cdc5198f16e6ae82f213335569421eafdb6fb3054821046f15988c7475ac2e4,HM Revenue and Customs,SW Lic Sup Bespkd,HM Revenue and Customs — SW Lic Sup Bespkd,false,18,15245385.67
91,0f133c25bd728b4dd2e89d145ad462c57ad7f2cc07fbcb3c248f79fcde790aeb,City of York Council,Premises Service Charges,City of York Council — Premises Service Charges,false,260,758300.04
125,14e60e085f3323229c9fbd23b65328f1e3a752c134513f12ce5a86bc78ebc2c6,Bristol City Council,Vehicle Maintenance - Repairs,Bristol City Council — Vehicle Maintenance - Repairs,false,74,121231.95
169,1c800e5f59993386d0444d59696794a5ba60c12695bfa26167bbd5f3deb8b1dc,City of York Council,Special Vehicle Contracts,City of York Council — Special Vehicle Contracts,false,1,1860
197,201bd1e28eb7fef588687e0bc47ea7ad1162d468c52932433644047d85afe360,Bristol City Council,TPP - Grants,Bristol City Council — TPP - Grants,false,2578,24185970.07
201,209920e10465965696745d887e8cd37901eed9af16f462b40db4f5aa2909e079,Department for Transport,Security,Department for Transport — Security,false,7,883364.93
217,23dcbd0014d3f848fb7342666935081306d763612f7a61f258f67f0a5b0dacd0,Department for Transport,Auc -Int-Licenses,Department for Transport — Auc -Int-Licenses,false,1,40667.4
273,2ced3f1785765a28d945018fdedf5b7106dc17b9f79569c31efe84bcec96f918,Department for Transport,Aviation Standing Charge,Department for Transport — Aviation Standing Charge,false,123,164690886.45
361,39691a5ff92e35c5dd188e4b6db2c284b05e28fbe77dd50d1e12793d272316a4,Bristol City Council,Direct payments - Short term support,Bristol City Council — Direct payments - Short term support,false,1,4956
437,45c5a7bf0cec8eab67b08953a4b590cca46f50556aee4a4ee74a2e64bac23177,Department for Transport,Data Charges,Department for Transport — Data Charges,false,12,425455.92
509,52629e72443dfa6586c788a417745f717a3dd87ab45077362a2c07e9e4d059a5,Department for Transport,Office Accommodation,Department for Transport — Office Accommodation,false,4,302212.48
513,529fffa8961d57a3e4605e6739b0d6c758c31564f4d0da7eebaa6e4ad4253cd9,Department for Transport,Job related training,Department for Transport — Job related training,false,1,42264
530,5545101e794b0a86a424b8e55a024ac5a2f6e0ce7e28d7918300be939d2b59fb,Department for Transport,TOCSeasnTickts(Pub),Department for Transport — TOCSeasnTickts(Pub),false,35,27410646.47
542,569488276650dcf2214523958f06dc1c35254351b50a520e64d9a73c89cac8f6,Department for Transport,Allocations General,Department for Transport — Allocations General,false,12,2187508.08
546,57b567c9714ee468f5c6efbad2f43178e6a33bd316f8d796bb4c1eccfb9000ca,Ministry of Justice,EXP - PURCHASE OF GOODS/SERVICES - OTHER - Judiciary training,Ministry of Justice — EXP - PURCHASE OF GOODS/SERVICES - OTHER - Judiciary training,false,27,731096.73
644,67be8b8c4c07e6ae38626aab102325d70f51bab74b0e0e2e98b5b73a6d79dcca,HM Revenue and Customs,Consultancy - Organi,HM Revenue and Customs — Consultancy - Organi,false,15,6572371.24
723,732ea5b32f7f0bbb88d20eaa97de3f5a684a85ddaa9dce2878719e7aea0ac64c,Bristol City Council,Compensation Payments,Bristol City Council — Compensation Payments,false,11,16859.37
783,7a94a6e512cb75a20d6aa956c4acd0a5760c5895ffdbdd0de4b2d67cfd4194de,City of York Council,Training Course Fees,City of York Council — Training Course Fees,false,820,1025243.63
810,7f4acb109ad7523ce4891145d8f98b9cfc5f5ecbc94a5f6bcd7df9ab2975826d,HM Revenue and Customs,Professional Services - Legal Services,HM Revenue and Customs — Professional Services - Legal Services,false,3,1251494.94
852,86312e4d78bf49f9f8f4f84a8ff2a205db0b5810080b1df8bd17825b9877e149,Department for Transport,Recruitment,Department for Transport — Recruitment,false,10,2017885.48
991,9e5a2e7b21fdf0573bc2f4b24df04a666fcbd6b73c90b12f77a6035e2f85f66a,Bristol City Council,Hire of Other Vehicles,Bristol City Council — Hire of Other Vehicles,false,1145,942541.79
1022,a39398e48a11d4163835ec080cd5bddb679f03b65b6e4ef8ce8cbd6388dd5919,Bristol City Council,CCTV replacement,Bristol City Council — CCTV replacement,false,55,570599.2
1024,a3bbe3b29f311ee21fd5a53b97e268736bc5fc708c80b484c1dffeb3e397be8e,Manchester City Council,Cash Collection,Manchester City Council — Cash Collection,false,50,493366.94
1076,aaef25c3650ee5d78a339851b3ffe718f1298afce34219e75ba027d482c386d8,Department for Transport,TA Cost AUC – Non SRN,Department for Transport — TA Cost AUC – Non SRN,false,1254,168566104.21
1102,aedb65b568f7bcd16112347462862e533667fccfef0e0978389ea6cee360942e,Manchester City Council,HH Support Fund,Manchester City Council — HH Support Fund,false,152,4758182
1124,b37170002a380df5a54a7587a752e7aab01142155dec64d263019fbd22fc757b,HM Revenue and Customs,FIS Spec. IT Equip,HM Revenue and Customs — FIS Spec. IT Equip,false,2,160122.3
1150,b6d1bf2871e639ca33c37eb06c80edbefc8669ad8dddc9bc2a682fc9b990bdb8,City of York Council,PH - Other Providers,City of York Council — PH - Other Providers,false,152,6161831.58
1183,bb2d3a5f72a377a95c9a5c76af42bd12a94462de5cea9d0f9e79a2eb2ebe955c,Department for Transport,Building Service Cha,Department for Transport — Building Service Cha,false,47,7914117.05
1185,bb7e415a2dc48780381f8626746d7669484cdb589d7947f9a1f199d0c751dfb0,Bristol City Council,Internal Trading Charges - Capital,Bristol City Council — Internal Trading Charges - Capital,false,2,842451
1198,be217a8b3e31d844c7b3d2c57b4f27038ea2fce251af401d02e0d5aace04ff3e,City of York Council,External/Partner Hospitality,City of York Council — External/Partner Hospitality,false,82,75278.73
1213,bf9bee980770c88bb74182afa36ab41eefa41ed4e7a79023d9f40655feca7c21,Manchester City Council,Training-IT Courses,Manchester City Council — Training-IT Courses,false,1,1600
1233,c3695e5b2fecf1193772c0a1eb7ffbddf378c9139ce75378040a288be2c49c56,Manchester City Council,Building Materials for direct delivery,Manchester City Council — Building Materials for direct delivery,false,483,990591.96
1235,c39d3bc8184b47506e7661e0a8cccca63575725f225347e141ddfeade6c2c922,HM Revenue and Customs,Dilipidations,HM Revenue and Customs — Dilipidations,false,2,423693.88
1302,cdb7c9b9ae5ff66252bca1c95b8e7371c04ede08d5c8378981c6f96b09a4afaf,City of York Council,External Solicitors,City of York Council — External Solicitors,false,340,738489.37
1309,cf5cbd0c272ab22afdafd45b80695790528abaca2754f36f2e10a647100f052d,Department for Transport,Disposal of Royal Fish,Department for Transport — Disposal of Royal Fish,false,1,47300.64
1350,d56d7bb81256d757792ec6b68b7a42fcad4432e5bca2c5dd31fd63860a8b8efb,Department for Transport,Audit Fees (cash),Department for Transport — Audit Fees (cash),false,3,1612500
1415,dfd23bb347cee1c5b2dc81428c55b1b8d5a1531f2c9699d8eabe3ac7e58b88d7,Bristol City Council,Services - Assistive technology,Bristol City Council — Services - Assistive technology,false,2,78900
1485,e995ab6afed89520850f3e549caba643f75f191151518f6314125c177741785a,Department for Transport,CP - Anciliary Services,Department for Transport — CP - Anciliary Services,false,2,481280.11
1493,eafe41611b7ab9d8abd8896a8be4515fbf1240ede2300419167bc101c391c350,HM Revenue and Customs,Plumbing sys. const.,HM Revenue and Customs — Plumbing sys. const.,false,1,727693.43
1637,ffc3175fe0c9702772ddc7a01c1b67aa03a166f8e8d8d50d640d3795a0b40ffc,Bristol City Council,Services - General Licences,Bristol City Council — Services - General Licences,false,12,90090.04
77,0d9ec1e6818e3431f7f22c54fbf4206ac49d7475ae52c341f7b6a9542d4c3831,Department for Transport,CM - Compensation / Variation Costs,Department for Transport — CM - Compensation / Variation Costs,false,33,6018888.59
151,19ded14bb481a770c7161a78e53044a2ded71e24298b84efb22e905192f87f6b,Department for Transport,Aviation Flying Charge,Department for Transport — Aviation Flying Charge,false,119,35959814.27
171,1cca82b9a8e4bc44933f3446196cec91f8db13c6ab6e43732f3702f9961e837b,City of York Council,Mobile Communications,City of York Council — Mobile Communications,false,158,340835.17
179,1e014661327abd19bb2b93a907ded4ab44c24adc13f9eb4df6bec94076c1d545,Department for Transport,Management consultancies on admin projects,Department for Transport — Management consultancies on admin projects,false,7,319336.23
206,211e64c370158753a48b54f4ce119c9d49f004cf03def0caec06c91bd0e11905,Manchester City Council,Computer Ins Premium,Manchester City Council — Computer Ins Premium,false,2,33652.64
310,31c0e4bd26034062f3c9be13734f8dbd3b22a765bd09e276c4daa476fd25dd03,Ministry of Justice,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROFESSIONAL SERVICES - Managed Accounting Service,Ministry of Justice — EXP - PURCHASE OF GOODS/SERVICES - OTHER PROFESSIONAL SERVICES - Managed Accounting Service,false,8,686686.8
369,3a29f654bffa2776b0fcf536a1e2e5c15644bb48d62248e2c3baefb6990960ca,Department for Transport,AGENTS FEES,Department for Transport — AGENTS FEES,false,19,2851565.82
376,3afccb8de0f6ec02fbf515b60cf2c7fe7e1f0196300fca045934b9ab81b3f3e9,Department for Transport,HR CONSULTANCY,Department for Transport — HR CONSULTANCY,false,1,90000
425,43e28c1881a8565c93ac70ba23b2a1c1319ab0f10e71a45b78bb328ffad655ab,HM Revenue and Customs,Project support,HM Revenue and Customs — Project support,false,98,14948864.83
429,44cd2c16bbaf460cdac3e52287658bed1c82c88ae9f39f5b19f4b1925fb0d713,Bristol City Council,Insurance - Employee,Bristol City Council — Insurance - Employee,false,2,215671.74
431,44ef7710a1258f588efb5aff9b13d1dd34da079191e7b034c1912f49b665df40,Department for Transport,Engineering Services - Systems,Department for Transport — Engineering Services - Systems,false,5,1346848.35
473,4d354dbcc572195664c8ebdd5712a5fb5a363ea34579eff33f9567ef5edc45b2,Department for Transport,VEH HIRE/LSE ST <1YR,Department for Transport — VEH HIRE/LSE ST <1YR,false,1,162754.14
493,4f92a50d48df0244099a0ddc785a27730ac684f5202acf63c70e85d90320ae9f,Department for Transport,Memberships & Subscriptions,Department for Transport — Memberships & Subscriptions,false,12,475137.8
627,65ca6c74503d3068aa4f34a8251a0663fb79ac36e4b9f1fd5615fb0bc2bbd756,Manchester City Council,Reuse credits,Manchester City Council — Reuse credits,false,42,222208.87
737,74e65d3ef2db2e29d8a02e0d7540a9a64d6d18cbc850e8a6e36d01e8a293e0cc,Department for Transport,"Contingent Labour,","Department for Transport — Contingent Labour,",false,37,2110433.44
803,7e3681bf30c897971649f7e2718fccce8010edeefaa893376ea9104ff5bd7853,Manchester City Council,Income - Notices,Manchester City Council — Income - Notices,false,1,601.5
806,7f134b62712256fb00628c489f9746893e01e3fbde7c851f1ff999a4645d03b6,City of York Council,Recruitment Consultants,City of York Council — Recruitment Consultants,false,7,32656
963,99ae85de484b63231f8bedf6bb04bb4958058e2c9a4b65c3b7d9686aee871953,City of York Council,Awards,City of York Council — Awards,false,1,863
971,9b951d61c83cab32a3b05ae6ea05a2525d882cc467556b820a42b5afad4ad598,HM Revenue and Customs,GBS Operational bank,HM Revenue and Customs — GBS Operational bank,false,13,14567790.91
1005,a05abe5c11a10c2f2b5bf40d002cf42898218ed06e6ea9ef15d6a54da257ebb9,City of York Council,Other Local Authorities,City of York Council — Other Local Authorities,false,36,754285.5
1054,a735d4671df83fab3f46594f37feb5d7182ab79b2e2f3301a7559075f2ef9dcf,Manchester City Council,Rents,Manchester City Council — Rents,false,1565,30655450.03
1086,ac1d0289d71bfafb35accead1314ecab062bb86568bdfacf4dd96ae906677129,Department for Transport,Input VAT,Department for Transport — Input VAT,false,26,22782954.36
1131,b431bb86bb8279c9dca267c593ad194ab8ff91b9039848201d8da07f4cdc99f5,Department for Transport,Prepaid expenses - admin,Department for Transport — Prepaid expenses - admin,false,130,21563433.89
1177,ba7c1b8033b64265a8deedabcfc8f09016bcd3ccbb5e5395c7748d6de23ea26e,City of York Council,Statutory Service Grants,City of York Council — Statutory Service Grants,false,5265,30633785.08
1238,c439b9ca8f5fef867cf16e585768180b8a307e6b13d757ab7adcc7cbfd3074ea,Ministry of Justice,EXP - PURCHASE OF GOODS/SERVICES - SUPPORT - APPLICATION DEVELOPMENT,Ministry of Justice — EXP - PURCHASE OF GOODS/SERVICES - SUPPORT - APPLICATION DEVELOPMENT,false,100,14594265.05
1283,cabc60597025bb620291b3a89d5eace49ebfe27aecea778605bc0eecf69c9354,Department for Transport,Environmental Services,Department for Transport — Environmental Services,false,115,12486926.63
1343,d386823ee761b942f5238344c1acd48be8091ec5913069d65e8ee415697d6ce5,City of York Council,Translation and Interpreting Fees,City of York Council — Translation and Interpreting Fees,false,150,75700.72
1352,d5851fd46308bdb2c68cad71e19d03716944f0572dd9ab19efa2725900ade392,Ministry of Justice,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROFESSIONAL SERVICES - CAFCASS Commissioned,Ministry of Justice — EXP - PURCHASE OF GOODS/SERVICES - OTHER PROFESSIONAL SERVICES - CAFCASS Commissioned,false,3,283879.92
1401,dca7467c82334b74dbfdb01841ac51f2802678c3695efd8592aea219db4f5010,Department for Transport,Vehicles Cap Cost,Department for Transport — Vehicles Cap Cost,false,13,633114.1
1444,e4b1a67c43f110c289c4e9d855676113a57ee2decc088e4f24b53a1ef2383c06,City of York Council,Miscellaneous Expenses,City of York Council — Miscellaneous Expenses,false,769,533130.25
1447,e4e5ef8046da184d5a0cb911367eddb53876bc31ca5b8f83df9e7bbb3065024a,Department for Transport,TESTING/TRAINING- CA,Department for Transport — TESTING/TRAINING- CA,false,1,37187.5
1494,eb35e80f2b4c72922a514fc689e01d24e520ff05d7733d5189059f9cec1c678f,Department for Transport,Commerical Secondees,Department for Transport — Commerical Secondees,false,7,691399.5
1498,ebfc43529a5ed0f07669ac837f482e690c025dcf3967f8cb655469cff14d66d8,City of York Council,Clothing and Uniforms,City of York Council — Clothing and Uniforms,false,529,150194.36
1601,fae7eb12aa8984bcd0f65f8830c2bd7be8a4790fbed1e9c42704d65a3f49da25,Ministry of Justice,EXP - PURCHASE OF GOODS/SERVICES - SUPPORT - APPLICATION MAINTENANCE AND SUPPORT,Ministry of Justice — EXP - PURCHASE OF GOODS/SERVICES - SUPPORT - APPLICATION MAINTENANCE AND SUPPORT,false,241,30598352.24
1627,feb0f443e5d9d7fb12fd7e1896e2cd4318fcb8ac36c68917ea1d6b2531aa1d09,Manchester City Council,Other Insurance,Manchester City Council — Other Insurance,false,15,106566.74
8,01632c6c73acf816dafb91ffe74e12cd4d4be0b69556f341a9d916e75ac9bf6e,Department for Transport,IT Security,Department for Transport — IT Security,false,11,540584.4
35,07482ca3ff22b07239196f786fe19d186337ee4d65bae341b141023bfa31fc45,Bristol City Council,Payments to BCC-Maintained Schools/Children’s Centres,Bristol City Council — Payments to BCC-Maintained Schools/Children’s Centres,false,941,30542971.38
88,0e90c9b42c1eaf00672da2fe1d0948dd197b390ea7dc687f94b0b16c104b96a8,City of York Council,Artists and Performers Fees,City of York Council — Artists and Performers Fees,false,9,6164
219,2463ab423f1d482d63b02a11402b2bad855afac42c907dda1eb536e71ec6373b,Manchester City Council,Disposables,Manchester City Council — Disposables,false,12,1107509.5
235,27355c4ff885282013d6dde3a7f4f36b22f0769ce0a936ac1f70bf12022a312e,Department for Transport,SECONDMENTS,Department for Transport — SECONDMENTS,false,3,170296.27
281,2e6ff112ef3336a62ff37ed57b1d8388d0eb6113922f4e45046a5d7cbcbf3c6f,HM Revenue and Customs,Facilities Management -Hard FM,HM Revenue and Customs — Facilities Management -Hard FM,false,1,37615.6
384,3c5b1f4f29459d5605e611d3b695274dd6df77ef54e4af16c2b46ac885ea65aa,Department for Transport,Engineering Works and Construction Works,Department for Transport — Engineering Works and Construction Works,false,2,62253.52
