supplier_id,supplier_key,supplier_name,company_number,legal_name,company_status,incorporation_date,name_variant_count,is_resolved,unresolved_reason,match_tier,match_confidence,resolution_state,is_individual_withheld
1928,256d4c995577ff5f366be7ff0eacc55c37ed523ed751b1e4dbc321dab342a189,SANDANT CARE LIMITED,10880866,SANDANT CARE LIMITED,Active,2017-07-24,1,true,,2,high,Resolved to Companies House,false
1929,256eefbbf53e0b4399853c088f8c5d550c8237bf0ac9d3f477591af39a7f6771,St Nicholas Tolentine School (Cardinal Newman Trust),,,,,1,false,no_match,5,none,Unresolved,false
1930,257143bca61b1a3ebf9e7e988b5e13eb854b228449a1b0da7ce0ddf189a32fe5,VETSPEED LIMITED,01449974,VETSPEED LIMITED,Active,1979-09-21,1,true,,2,high,Resolved to Companies House,false
1931,2572f471c269de270a659c4f1c755c9e6f38d1d29f581410306dcb5322df5743,BUREAU VAN DIJK ELECTRONIC PUBLISHING LIMITED,02323741,BUREAU VAN DIJK ELECTRONIC PUBLISHING LIMITED,Active,1988-12-01,1,true,,1,high,Resolved to Companies House,false
1932,257349ecfc76c3d418f3b44609894be14ebdd050f2b1cc53ec39bd5b9ab7949b,The Rainbow Care Group  Harrogate and District,,,,,1,false,below_threshold,5,none,Unresolved,false
1933,2578790d8f6ccf6bb06a8ce13a90f62579d7d29a6ebc8d6bc5258936ad433809,HEATHCOTE & IVORY LIMITED,03749171,HEATHCOTE & IVORY LIMITED,Active,1999-04-08,1,true,,2,high,Resolved to Companies House,false
1934,2578ea797d0092aef17e54b3cc81641e233a3aa6514288ef6c1206a12fb5abc4,Foresight Clinical Services,,,,,1,false,review,4,review,Awaiting review,false
1935,2589e83564c6bc6c8bba293fe27c9a9af8cc3ead255c6ce73c26ba0018cb1283,LIBERTY INTERVENTION AND MENTORING SERVICES LTD,13037459,LIBERTY INTERVENTION AND MENTORING SERVICES LTD,Active,2020-11-23,1,true,,2,high,Resolved to Companies House,false
1936,258f50a598dd7a4ac63f6e4d6b103608af9a6b016f0fcd218b2ea29547c2a401,Enterprise Transport Training,,,,,1,false,review,4,review,Awaiting review,false
1937,259085aeef95c445a222dc9fb20c5b0426d5a80db50ad4f13e4fef6c67052690,BABEL FILMS LIMITED,11569429,BABEL FILMS LIMITED,Active,2018-09-14,1,true,,2,high,Resolved to Companies House,false
1938,25939404ef9c7870cb1e52ea73c9de83f68e82c209c4bd3889a1efe88c9e6a06,Gloucester Road Gear Boxes,,,,,1,false,below_threshold,5,none,Unresolved,false
1939,259614e43b7e2d1803b1e13d4abb14e214e3619a29b9a313d5de3082d34cd7da,SS CARE CENTRE LTD,13590380,SS CARE CENTRE LTD,Active,2021-08-27,1,true,,2,high,Resolved to Companies House,false
1940,259a22bf1d11cdc1808e7fcf2d0fd57ab8b5b137ac53fe66072dc53cb010d30a,NOMA (GP) LIMITED,SC473569,NOMA (GP) LIMITED,Active,2014-03-26,1,true,,2,high,Resolved to Companies House,false
1941,25aa8889ac9d0e0fa7b2f68056787943a85110424115575277f7e89cc184a9ad,SSW Independents Ltd,,,,,1,false,below_threshold,5,none,Unresolved,false
1942,25b53d758de02801216e0c3a4dc4f2c20000537d0c34cf09e6325898f426fa1e,ASTON UNIVERSITY,RC000904,ASTON UNIVERSITY,Active,2019-03-10,1,true,,1,high,Resolved to Companies House,false
1943,25b67d3dff4ab45f2fd0546432efb1a8db48267055f25776d3a1a35028e9c530,Linda Perry,,,,,1,false,below_threshold,5,none,Unresolved,false
1944,25b7702cd3703cd6d5e2de33c026caa5e338a2e8e0d9269f5dda2d3477bcbc96,Bolton Mbc,,,,,2,false,below_threshold,5,none,Unresolved,false
1945,25b89f94583413978fc5f306e4922ec5ee1ad3ad89d13b445503465509774067,BUYER DIRECT LIMITED,07978827,BUYER DIRECT LIMITED,Active,2012-03-06,1,true,,2,high,Resolved to Companies House,false
1946,25bc262c4f96a207bffc1670a9c310f3f249e100a8c29656cc2ac3418fb778da,VOSA,,,,,1,false,below_threshold,5,none,Unresolved,false
1947,25bcbbe33ab8f471d9f74cb066e4548762c0f21acac73c7ccea1cd805a137a17,Clay Life,,,,,1,false,no_match,5,none,Unresolved,false
1948,25beb1c9f86f3ac9176a7d793967b6f4acb6cbee195f3ce7a9072200511604da,Southfields Care Homes Ltd,,,,,1,false,below_threshold,5,none,Unresolved,false
1949,25c237c91dbd188c3ede1c569aed656118d2d42b7a9728354ff9187cde979d78,"THE INSTITUTE OF REVENUES, RATING AND VALUATION",00223447,"THE INSTITUTE OF REVENUES, RATING AND VALUATION",Active,1927-07-26,1,true,,2,high,Resolved to Companies House,false
1950,25c9f0403c973b4769daeeff4a0353fc2a4d7a7ca035f5d49a2df31fe2a05c45,AKW MEDI-CARE LIMITED,02764920,AKW MEDI-CARE LIMITED,Active,1992-11-16,1,true,,1,high,Resolved to Companies House,false
1951,25ca49d56f480bfe0fd16b763fa267e1d255e95a9ad5de391576e4c0ba572d1c,DOVE TIMBER LIMITED,03317378,DOVE TIMBER LIMITED,Active,1997-02-12,1,true,,2,high,Resolved to Companies House,false
1952,25cf3cd62bca2580987d1d33861a13f8270461f0e32c8405b54cdf62dbb9d8ae,FARE SHOP,CE006312,FARE SHOP,Active,2016-05-11,1,true,,2,high,Resolved to Companies House,false
1953,25d1411799b698bbed56de4769cb26abeec4fb1b63a2d8ab3797c7f3fa72b6d2,Marketing Metrix LTD,,,,,1,false,no_match,5,none,Unresolved,false
1954,25d319bf3cde0abea8dcf968f342741cda57d1a47a88c75f20f4b179f2730b00,SUMUP  *A PLACE TO POTTER,,,,,1,false,below_threshold,5,none,Unresolved,false
1955,25d48ddb69576012dcc0045e08b2b95f629e0ae3fe36e41557da48c76aeac5a4,Driscoll Kingston Solicitors,,,,,1,false,review,4,review,Awaiting review,false
1956,25d6f981e2282ceb879659a046ee3b4aa6f173aa4ecf88c1f38face6ac66ae55,Revolution Youth,,,,,1,false,no_match,5,none,Unresolved,false
1957,25d894533cc07fba9475d7479dbb8debaa64f6d4351b756bab7ef6bee5865599,FCC RECYCLING (UK) LIMITED,02674166,FCC RECYCLING (UK) LIMITED,Active,1991-12-24,1,true,,2,high,Resolved to Companies House,false
1958,25da6bb81f6adb035b88a155e1934310469869a08f68cbb0993e1b93b92d17ef,Sanctuary Housing,,,,,1,false,below_threshold,5,none,Unresolved,false
1959,25ddf9e2a5bdf9dd9da831605f22147c8e59d5ed16dbd3d70105fd521d3df280,South Lockleaze and Purdown Neighbourhood Group,,,,,1,false,review,4,review,Awaiting review,false
1960,25df2d5c5d0942f31d9d5a01570af17f7845ebb38cddd3e7878343fee4b32e72,YORK FUTSAL CIC,11831343,YORK FUTSAL CIC,Active,2019-02-18,1,true,,2,high,Resolved to Companies House,false
1961,25ed245fe81ad26ed522923f09bebf96be315aa676f6e9564c961c6c53cc7b98,PULHAM & SONS LTD,,,,,1,false,below_threshold,5,none,Unresolved,false
1962,25eee37d052ed8bf99826d41b7f997f860be25bc773e5ae8890ce3747113b126,Barton Hill Primary Academy E-Act,,,,,1,false,no_match,5,none,Unresolved,false
1963,25f288c2d85544ace62b61997c275f9064f3724716fa805a806309c8bb68600a,LOVELIGA LTD,15832790,LOVELIGA LTD,Active,2024-07-11,1,true,,2,high,Resolved to Companies House,false
1964,25f8664898b3b7bd0126ccd67e328b3208de69fdb6adf244478ac343d273aef7,SOCITM Advisory Ltd,,,,,1,false,below_threshold,5,none,Unresolved,false
1965,25fb36d3b4a153f63e447216344432c3b82082e76d3d7c8c334c8a95b07460bd,CALVERTS CARPETS (YORK) LIMITED,03339110,CALVERTS CARPETS (YORK) LIMITED,Active,1997-03-25,1,true,,2,high,Resolved to Companies House,false
1966,25ff2a6b9c3d0bc740e245486b5ad84886befccc4523487361ea749bcd20dd54,FUSION FOSTERING LIMITED,07819299,FUSION FOSTERING LIMITED,Active,2011-10-21,2,true,,2,high,Resolved to Companies House,false
1967,26016ec816bd658a4a4f1438b67ad7bad7d9d00ecc420451f7def18acee473ad,FARRER & CO LLP,OC323570,FARRER & CO LLP,Active,2006-11-01,1,true,,2,high,Resolved to Companies House,false
1968,26030e544357f54aba9af1e693385f02b697cccc6a31c92a0d04f1fc173de730,GEO2 REMEDIATION LIMITED,04638532,GEO2 REMEDIATION LIMITED,Active,2003-01-16,1,true,,2,high,Resolved to Companies House,false
1969,2603dd620506e84a9f9e6c7d3d6b21894951cff55f6c6bbfa24a11d7a56e0438,LANZATECH UK LIMITED,08239599,LANZATECH UK LIMITED,Active,2012-10-04,1,true,,2,high,Resolved to Companies House,false
1970,2607f4aa1881ffadd2ae93810b236b21b586a92b5ddeeb64e7e2adf5e7cc82d5,CITY HEALTH CARE PARTNERSHIP CIC,06273905,CITY HEALTH CARE PARTNERSHIP CIC,Active,2007-06-08,1,true,,2,high,Resolved to Companies House,false
1971,260909259e800372669bcec372638b92c6eda271a3c55c2771197ac58e24a704,Abbey Hill Academy,,,,,1,false,below_threshold,5,none,Unresolved,false
1972,2609c54155c44c705a59a51d6354be4dc2ba36f42f517a4f8607392306354e92,DRAGON PLAY & SPORTS LTD,11675467,DRAGON PLAY & SPORTS LTD,Active,2018-11-13,1,true,,2,high,Resolved to Companies House,false
1973,260b882f03aba47a97bac17dc2fc3068f5899b786c8c2ef32d66ead20c432e62,PROSPERO GROUP LTD,04010426,PROSPERO GROUP LTD,Active,2000-06-08,1,true,,2,high,Resolved to Companies House,false
1974,260e78677a101a59d9953becd87c168cc8537314f4a600a55a5fd4bdc57f1b9e,Chrysalis,,,,,1,false,below_threshold,5,none,Unresolved,false
1975,26148d2c4493f5554d6cb06aa74359f10af11c874fce924af3d635b28290b81e,NCC GROUP SECURITY SERVICES LIMITED,04474600,NCC GROUP SECURITY SERVICES LIMITED,Active,2002-07-01,1,true,,1,high,Resolved to Companies House,false
1976,2618158d758b1ae8d721e82dfdc45c5ff54c050af5a84cbe44a3ff4437df379c,People Place Planet Didsbury,,,,,1,false,below_threshold,5,none,Unresolved,false
1977,261baee06e7cc23a7418137a6475f6dd39ae1e16eab3a07743150606b960f7c5,CHARGED ELECTRIC VEHICLES LIMITED,12702971,CHARGED ELECTRIC VEHICLES LIMITED,Active,2020-06-29,1,true,,2,high,Resolved to Companies House,false
1978,261eb92530a666cd0c4d91a6f251bb8577fcd1ab92e69b197da84fa02318d133,Somerset Council,,,,,2,false,below_threshold,5,none,Unresolved,false
1979,262a4953b018477c5417e917a0384d440eab38b4f6c03f62230f4b5a9827be6c,Methods Business and Digital,,,,,1,false,below_threshold,5,none,Unresolved,false
1980,262bb479144ba9fcc51c05b5f29b1706f77c192c7dc881f7390e3f5b18b71078,Ashtons - APP Yorkshire Limited,,,,,1,false,below_threshold,5,none,Unresolved,false
1981,262bef05889a38c2066b790d18bbd15b6e87ae5b08e64b519af74938cbfd371b,FIVE RIVERS CHILD CARE LIMITED,04236028,FIVE RIVERS CHILD CARE LIMITED,Active,2001-06-18,2,true,,2,high,Resolved to Companies House,false
1982,262fcaf828cb4b346a31c250f49472168e0692fc2d54faffd6d0f0568a3a7f92,Outreach,,,,,1,false,below_threshold,5,none,Unresolved,false
1983,264775528ad0c0545895d707de3ede571f46c39946cb5988a2cdd07f49edac93,Kyocera Document Solutions (UK) Ltd,,,,,1,false,ambiguous,5,none,Unresolved,false
1984,2649532be511f5e305e7f1397a1af3fe16708c6c65031f1f9d57cfb67d4d3823,Lowlands,,,,,1,false,below_threshold,5,none,Unresolved,false
1985,265408ae85131629a104022317b5b6b119b8c002c84fd934fba6c58e3ac706ba,FACEBK *PYX7YA8W92,,,,,1,false,no_match,5,none,Unresolved,false
1986,2656a4575bbe7ceee79ae115a61574a47340332bf239e9baa7c6bf29eecfd28a,ADVANCED VEHICLE TECHNICIANS LIMITED,04833326,ADVANCED VEHICLE TECHNICIANS LIMITED,Active,2003-07-15,1,true,,2,high,Resolved to Companies House,false
1987,265b14eb16bf849ee2fb79aba525a695bdd117e33f15c19d5f18a689c9d4b6a7,The Vine Sanctuary,,,,,1,false,below_threshold,5,none,Unresolved,false
1988,265b90e3c869a560ee4cd94e9a5daea2eb987152f579f7e4945bb43abfb9da5a,Emmie's Kitchen,,,,,1,false,below_threshold,5,none,Unresolved,false
1989,265e058dd8c27662a738d41128bac61569b95c4e69619ef4bf3aca4f2b5e965e,BOLD COMMUNICATIONS LIMITED,01563275,BOLD COMMUNICATIONS LIMITED,Active,1981-05-21,1,true,,2,high,Resolved to Companies House,false
1990,2664253e63a00bb046f599f2f30e9813952d6e48c9b21036baf048c079856892,Funfishers Playgroup,,,,,1,false,no_match,5,none,Unresolved,false
1991,266470850f4aae6aa23fef3a68f39b93958a113c12370be78e7f175913dc2389,CT BROOK ACCOMODATION,,,,,1,false,below_threshold,5,none,Unresolved,false
1992,26653f18c2e188e8162170bc555537acf476542ae88f8fdb621ebb7d020ba502,BARDEN HOUSE LIMITED,13411574,BARDEN HOUSE LIMITED,Active,2021-05-20,1,true,,2,high,Resolved to Companies House,false
1993,2670964f4b29b2044c9aabae21638dcbd4e79f93926e94a17c667fc6da13fa5b,Rowland Brothers Exhumation Service,,,,,1,false,below_threshold,5,none,Unresolved,false
1994,2676e832af80a026ee9353ac30f838334e59e8517d9be16a82fa1d20077159e4,KOMPAN LIMITED,01704623,KOMPAN LIMITED,Active,1983-03-07,1,true,,1,high,Resolved to Companies House,false
1995,267862c6e0b0ada33db2d3ac951b75e1ddbdc9c990faf4ec709f12e0c36ef70a,NAPIER UNIVERSITY,,,,,1,false,below_threshold,5,none,Unresolved,false
1996,267ab332df83114725b6f28490bdf811c4ae9dae5dee2ccc02c3babcc88b0b19,SWANS TRAVEL LIMITED,05098778,SWANS TRAVEL LIMITED,Active,2004-04-08,1,true,,2,high,Resolved to Companies House,false
1997,268625fe45563f4f60b7e927cbe612721ccb44d3df231bc3f72f4e3106b0cda9,Ursell Pools & Wellness,,,,,1,false,review,4,review,Awaiting review,false
1998,268c374e69fa7a21134d8580b46e2cfb15def88989232d4963117cad8c506b69,Brighter Beginnings Rusholme,,,,,1,false,below_threshold,5,none,Unresolved,false
1999,2691a8b24fe1dd9d520761e1b2d5895f31b594b31a8f63539cb3a78f71d33d9a,H F Brown & Son,,,,,1,false,review,4,review,Awaiting review,false
2000,2697ac1df00c1af2eac9ea6fe1cb93188a67b647b0d909ca89c7df7cd636093d,Survey Roof Ltd,,,,,1,false,below_threshold,5,none,Unresolved,false
2001,269c43105ceb7ee21c3771bd4ee3f9ee931cc1fcffd50ba55646e6d9af546f7b,VANDU LANGUAGE SERVICES LIMITED,04545688,VANDU LANGUAGE SERVICES LIMITED,Active,2002-09-26,1,true,,2,high,Resolved to Companies House,false
2002,26a265faf88ea59064de439bf94b1ef53fffe8e4f4cdc73ac9f06ebb2f6575f1,Paragon Customer Comm Ltd,,,,,1,false,below_threshold,5,none,Unresolved,false
2003,26a594abdeaf2a36830ef0e6c43d94ad2213fe17325c924a0dfe4e65c52b722d,ESH Community,,,,,1,false,below_threshold,5,none,Unresolved,false
2004,26a5d5ca38fece4863c6668eda5e8366965320ae305a2099eb69bf815cf460bd,TV Licensing,,,,,1,false,below_threshold,5,none,Unresolved,false
2005,26acdec0576d0cdcd4b06f55919aad605fa4cf42073ab97c6a2c2bfc056a00b6,Anthony Hodari Holdings Ltd,,,,,1,false,below_threshold,5,none,Unresolved,false
2006,26b34beb3c9621c8836d424ded4e5c265f3f97ad0b6a1ae28cb4e9a58d3f047f,Nestac,,,,,1,false,no_match,5,none,Unresolved,false
2007,26b62e7b22eba01b45aefa19a8a226661423a4a6d19bf2b8409cb6b5d7323b07,Blaise High School,,,,,1,false,below_threshold,5,none,Unresolved,false
2008,26b64e3246aa3346728db37d281e60497bfffcfba36a6df1ec9edaf64792a34d,Edenred (UK Group) Ltd,,,,,1,false,below_threshold,5,none,Unresolved,false
2009,26b94b2b8e17b78c2ab4396f4991cc804726a4d4e55cbd256d446f6e99f8d01c,Easingwold School,,,,,1,false,below_threshold,5,none,Unresolved,false
2010,26bcfa4821a3f14ad3e2bd7f298aad8f4e89330d7f781a7ce518e962658db455,HMRC - Stamp Duty Land Tax only,,,,,1,false,no_match,5,none,Unresolved,false
2011,26bd3d74eeabc6cde79c7294b59420daa344657c2b949bb1ae158eee87e1cd07,Bristol Pest Control Ltd,,,,,1,false,below_threshold,5,none,Unresolved,false
2012,26bd761bb39b0828df9ee8764f6a9e8180c92b45677bd393d3ddebab43c4fc16,Permanent Futures Temp,,,,,1,false,below_threshold,5,none,Unresolved,false
2013,26c37fc4411e872d7a1e3810c39a19f3c6c9f72ff00ad03ed2cbb26f51a3a2ef,Edf Energy Customers Plc,,,,,1,false,no_match,5,none,Unresolved,false
2014,26c73cc9d46dea951fe0fad7ff37d879381cf1b03f79dc06a33b08482198ebc5,ALLERTHORPE EDUCATION LIMITED,15129118,ALLERTHORPE EDUCATION LIMITED,Active,2023-09-11,1,true,,2,high,Resolved to Companies House,false
2015,26cba6a7e878bcb73a500f7424ee52eae4dbad47cdb4d7f10313135fff953d23,THE LOCK WIZARD LTD,10591295,THE LOCK WIZARD LTD,Active,2017-01-30,1,true,,2,high,Resolved to Companies House,false
2016,26ce3129ca5fd7c3e10150ba7c9e39c537b8b4b522324583e63467eb2261b9ef,XXXChancellors Hotel & Conf Centre,,,,,1,false,no_match,5,none,Unresolved,false
2017,26e0b116a3e87250b05741c6856d44413e531f2b2e29249b609dd39a8fe89909,BLOOM PROCUREMENT SERVICES LTD,08045123,BLOOM PROCUREMENT SERVICES LTD,Active,2012-04-25,2,true,,1,high,Resolved to Companies House,false
2018,26e2fafa00a75a90b6b0409d857f09f638fab962aa5ad493887cf9644039d1c3,FDIS LIMITED,07997490,FDIS LIMITED,Active,2012-03-20,1,true,,2,high,Resolved to Companies House,false
2019,26e3f55a9eb05581f67c80e0ef8eb99746ef107f834618dbaaea0fa4bde90066,ITS SOFTWARE SYSTEMS LIMITED,04583888,ITS SOFTWARE SYSTEMS LIMITED,Active,2002-11-07,1,true,,1,high,Resolved to Companies House,false
2020,26e565acbab1b59f50492b958d44563265bd58bec9762fdb55d07c4cb17b4559,DJ Cleaning Ltd,,,,,1,false,below_threshold,5,none,Unresolved,false
2021,26f68f6ddb105f36a0f4a7d7a403eff79a14769ae48ea53248288c53b9782c2b,CAPSTONE FOSTER CARE (NORTH) LIMITED,05265423,CAPSTONE FOSTER CARE (NORTH) LIMITED,Active,2004-10-20,1,true,,2,high,Resolved to Companies House,false
2022,27085ba58708da0ea81867b9f3891bdde720f0f9b9f640d80df374194e30848f,TRAFFORD HONGKONGERS CIC,13595076,TRAFFORD HONGKONGERS CIC,Active,2021-08-31,1,true,,2,high,Resolved to Companies House,false
2023,270cd845332a08797e21cff5bdcc1e5bdac7a42429b0b0e73c95194f42570612,The Misfits Theatre Company,,,,,1,false,below_threshold,5,none,Unresolved,false
2024,27117383f25fbf93fc33c01ceeba62c177a303c16c4d987fa7a750abbfa3bae0,Philip C Huyton (Dairyman),,,,,1,false,no_match,5,none,Unresolved,false
2025,27119e200de007d161bb177c37ef5f5cae72162e7dabc3b9e2136ba1d8403d77,REX INTERNATIONAL LIMITED,01578798,REX INTERNATIONAL LIMITED,Active,1981-08-10,1,true,,2,high,Resolved to Companies House,false
2026,2711c0a6fa6ced61055b83c58be36c8019a985ea997b3d2215f696d9e0fce89f,Gorton Medical Centre,,,,,1,false,below_threshold,5,none,Unresolved,false
2027,2723c9c378e780d6502643deb9496bb48a8d5e4b3e7d8c6168b114f1c3ddf35c,Our Lady of Mercy Primary School,,,,,1,false,below_threshold,5,none,Unresolved,false
2028,272ed885a75aada03a747fb96706a64a395936124a669f8fe831fb3a8a97606b,Subscan UDS,,,,,1,false,review,4,review,Awaiting review,false
2029,27304c75eee03e5cc2b1cef2baa755700f7581f84aac3e1665fa486e70432654,SYKES COTTAGES,,,,,1,false,review,4,review,Awaiting review,false
2030,273b15b66588ee01836dd651509d24b627f717bd16d93735807f965b4f4b568b,St Marys Nursing Home,,,,,1,false,below_threshold,5,none,Unresolved,false
2031,274687614841857c559fe190cf2e0e1fa93dfb906a6364075aad2fc64273a657,INCLUSIVE TECHNOLOGY LIMITED,03525459,INCLUSIVE TECHNOLOGY LIMITED,Active,1998-03-11,1,true,,2,high,Resolved to Companies House,false
2032,275044df10a7d43b88c54fba2bd25211350947df19f32d309581231a6837ec61,Action First iPeople Ltd,,,,,1,false,below_threshold,5,none,Unresolved,false
2033,2750ae008bf9d47bb69e8fb7f07524aef8aac0562672ea67ab5fd393a42e55fa,MEADOWS CARE LIMITED,05087886,MEADOWS CARE LIMITED,Active,2004-03-30,2,true,,2,high,Resolved to Companies House,false
2034,27525f417af633d39b623b46f0165ac92cdb25e8c64a3792756c3bd6202c1374,DANTEK ENVIRONMENTAL SERVICES (UK) LTD,04696635,DANTEK ENVIRONMENTAL SERVICES (UK) LTD,Active,2003-03-13,1,true,,2,high,Resolved to Companies House,false
2035,2752e39c06acbd849698bf83369518d4278ed8ec83da5add433b2d14ac1f5d03,NOCTUA ECOLOGY LTD,13817846,NOCTUA ECOLOGY LTD,Active,2021-12-24,1,true,,2,high,Resolved to Companies House,false
2036,27532b95826220f7439e5bce4cc0df053dfc817df44972e1f669817b709d9274,AINSTY TIMBER MARKETING LIMITED,01457867,AINSTY TIMBER MARKETING LIMITED,Active,1979-10-30,1,true,,1,high,Resolved to Companies House,false
2037,2756d8a7c8cb089c99c69025b93be73f58cddac95dd508d2abc3fb888466414b,FAMILY FOSTERING LIMITED,08900967,FAMILY FOSTERING LIMITED,Active,2014-02-18,1,true,,2,high,Resolved to Companies House,false
2038,2759bbd181477115aa0fbfb0fe076ced1bf23c12885bad1dcd3c61b400808266,Malsis Hall,,,,,1,false,review,4,review,Awaiting review,false
2039,275c2d63f5be49073869d1ba7a2ef9fa61a23872c20abdab91cf84be1ea4de76,Paper D’Art / Me&McQ,,,,,1,false,below_threshold,5,none,Unresolved,false
2040,275ca5d6a37012748ad19ce3f95a0e6db5aac8a691978ea383c1915a04a0e78a,VIRGIN MEDIA BUSINESS LIMITED,01785381,VIRGIN MEDIA BUSINESS LIMITED,Active,1984-01-24,2,true,,2,high,Resolved to Companies House,false
2041,276a121ba887edc6b16665ed74a66a69bf2128fecff850e714bbc1f656f23b88,VCare 24 Ltd,,,,,1,false,below_threshold,5,none,Unresolved,false
2042,276a9cfc4bed77c07da01ef43c546776c7ab2aeab4508985579194105291ad5e,RECITE ME LIMITED,07258145,RECITE ME LIMITED,Active,2010-05-19,1,true,,2,high,Resolved to Companies House,false
2043,276bb4f7b44b3cfe90888ccb6d1f26383df45414796a92f36ccc2da1d63f9928,AMERESCO LIMITED,06614239,AMERESCO LIMITED,Active,2008-06-09,2,true,,1,high,Resolved to Companies House,false
2044,276d996ef99e7df005b43c2c28f642da3ac72c227fd4a2f1f1bf3cc9d6b590af,HOMES TOGETHER LIMITED,05091920,HOMES TOGETHER LIMITED,Active,2004-04-02,1,true,,1,high,Resolved to Companies House,false
2045,27711aaaf487373d6e6cd9c4b669e8b3f6e749f8d9f444258a8440c9ceb09066,Viacom International Media,,,,,1,false,below_threshold,5,none,Unresolved,false
2046,278402598ba678c29dbf5a99da6a1a68a4f255d50f9f02403fd737fa08b25477,BRAVOSOLUTION UK LIMITED,05340218,BRAVOSOLUTION UK LIMITED,Active,2005-01-24,2,true,,1,high,Resolved to Companies House,false
2047,27873dca3871baa287ec1e773013414fbecdb15eb3e0c75f24c84de344c70972,HEALTHMATIC LIMITED,02065014,HEALTHMATIC LIMITED,Active,1986-10-17,1,true,,1,high,Resolved to Companies House,false
2048,2787f9b2d78b8e175f161c3d6796674b8fdf2689be3039b4a8c9ff62afe82639,Diverse Day Care,,,,,1,false,below_threshold,5,none,Unresolved,false
2049,278e8bd21806aad9a26861d9d7340fcec0c1ecd03a5ac656448e5071a924089b,Adjuvo Care & Support  Ltd - Arran House,,,,,1,false,below_threshold,5,none,Unresolved,false
2050,279482fd08619c442b6aa78a3efb219dda30dfe1a17142f6c925689b25f7f37c,Brookdale View,,,,,1,false,below_threshold,5,none,Unresolved,false
2051,2794eecbe45a49988288197772cc772a0ffa8cb51939dd59d6b28a3e07337593,York & North Yorkshire Combined  Authority-Police,,,,,1,false,no_match,5,none,Unresolved,false
2052,27957ee98078503f53785862ea82e821012cde890e29b98dbe0fb4329331a237,SKILLS CONSTRUCTION CENTR,,,,,1,false,below_threshold,5,none,Unresolved,false
2053,27ab31db17ecbcd01cbe681525c52112eedb85e1593ac735501301e11a24f741,KD SAFEGUARDING LTD,10291293,KD SAFEGUARDING LTD,Active,2016-07-22,1,true,,2,high,Resolved to Companies House,false
2054,27af040f0de88b7614af16127565dd5312f132b471d50dfb1b32d10b52b1b0bf,Rosegarth Residential Home,,,,,1,false,below_threshold,5,none,Unresolved,false
2055,27b07cd6b0d7836c6949ef0a1ec4e5bc65bfd62e12f29b1832f18aed2671f70b,Wesbury-On-Trym Methodist Church,,,,,1,false,below_threshold,5,none,Unresolved,false
2056,27b0f173909ce82ed2932b0cefbba5ed267bcbcca12331e5ba107bd4f1e0ed4e,Droylsden Road Family Practice,,,,,1,false,no_match,5,none,Unresolved,false
2057,27c154347a1db7e70f6b077e2a15b906bc25a386d225b170a209de9155a517ee,OHH DEER LTD,07731922,OHH DEER LTD,Active,2011-08-08,1,true,,2,high,Resolved to Companies House,false
2058,27c64faa78361c7782eddded05728ebfc59b2f2f8afccbb9ee621b3e305a4247,Prolegis Solicitors Ltd,,,,,1,false,below_threshold,5,none,Unresolved,false
2059,27ca7d14efb17bb8d0c43ed58336857df76bdfe42176496305f575f836b7dceb,ELECTRONIC TEMPERATURE INSTRUMENTS LIMITED,01746462,ELECTRONIC TEMPERATURE INSTRUMENTS LIMITED,Active,1983-08-17,1,true,,2,high,Resolved to Companies House,false
2060,27cdf54ecafd7d528d2a85359a212364349a1ade4fe769e7b97f50baba281f09,Rusholme Pharmacy,,,,,1,false,below_threshold,5,none,Unresolved,false
2061,27cf265b5966fb24faa9a2eda76050b9d8a7074544509bbede44354cc9bee2f5,Beacon NeuroConnect CIC,,,,,2,false,below_threshold,5,none,Unresolved,false
2062,27d1de8874851e63256bebae07dd3e25bbca207235808fc8e7f8f7f8bd60768e,CHEETHAM HILL ADVICE CENTRE,07253445,CHEETHAM HILL ADVICE CENTRE,Active,2010-05-13,1,true,,2,high,Resolved to Companies House,false
2063,27d3b9604f6eb5cd521ffa6a668733d0de25b76911d5cbf08b74abbdf3c4bb23,FOREIGN COMMONWEALTH & DEVELOPMENT,,,,,2,false,below_threshold,5,none,Unresolved,false
2064,27e172f71102b6cae50e433412f0d131e084780420f3285d66435e6674873809,Matthew Read,,,,,1,false,below_threshold,5,none,Unresolved,false
2065,27e6c3bb70d1a814c76ffe3758f2a4b2747ad335021a63db2e902bbd4d219561,RA Venues at MShed t/a Compass Services (UK) Limited,,,,,1,false,no_match,5,none,Unresolved,false
2066,27e70e344dfd61e508596a6b8e879cb2dda3f7b68e634a64736141e40ca746f2,Esteemed Creatives CIC,,,,,1,false,below_threshold,5,none,Unresolved,false
2067,27ec84db3bcc9d2f12f07f5f59b0df4371af421f853d63ea90271b7511ca034f,St Brendans Sixth Form College,,,,,1,false,below_threshold,5,none,Unresolved,false
2068,27ee72e82515f0b08dc3c377288bbddf3d1a0031990e164256c0223a385a3c84,MORE THAN ED INDEPENDENT SCHOOL LIMITED,12572483,MORE THAN ED INDEPENDENT SCHOOL LIMITED,Active,2020-04-27,1,true,,2,high,Resolved to Companies House,false
2069,27ef21adc0b750595d322692ac46fdf9198a845572e407a558b0bd07123af17e,THE HUMAN SUPPORT GROUP LIMITED,03513906,THE HUMAN SUPPORT GROUP LIMITED,Active,1998-02-19,1,true,,2,high,Resolved to Companies House,false
